,JM#,LQ Code,LQ Name,Density (lb/gal),pH,Viscosity (cP),Odor,Appearance,Clarity,Color,Quick Solids (%w/w),Foam Height,Date Tested,Adjustments?,QC Initials,Comments,ProdPush?,SubmittedBy,SubmittedTime,viscSpindle,viscSpeed,released
3395,JM00008939,LQSH-AL-CONC,LQ Aloe and Coconut Shampoo Concentrate,8.4192,7.26,9360.0,PASS,PASS,PASS,PASS,,,2025-03-28 06:18:12,YES,Javan Quiroz,,,Javan Quiroz,2025-03-28 06:18:27,LV63,3,PASS
3396,JM00008940,LQSH-DRWS,LQ SH Dander Reducing Waterless Cat,8.3139,7.93,,PASS,PASS,PASS,PASS,,,2025-03-24 14:20:22,NO,May Hutt,,,May Hutt,2025-03-24 14:20:51,,,PASS
3397,JM00008941,LQSH-LM-CONC,LQ Lime & Coconut Shampoo Concentrate,8.6234,6.19,10480.0,PASS,PASS,PASS,PASS,,,2025-04-02 21:12:30,NO,May Hutt,,,May Hutt,2025-04-02 21:13:36,LV63,3,PASS
3398,JM00008942,LQSH-DCWS,LQ SH Deep Cleansing Waterless,8.3322,7.88,,PASS,PASS,PASS,PASS,,,2025-05-21 08:14:09,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-05-21 08:14:37,,,PASS
3399,JM00008943,LQFT-HMSP,LQ FT Home & Pet Spray,8.3558,7.0,,PASS,PASS,PASS,PASS,,,2025-03-25 11:03:49,NO,Javan Quiroz,,,Javan Quiroz,2025-03-25 11:17:30,,,PASS
3400,JM00008944,LQSH-FTCT,LQ Natural Flea & Tick Cat SH,8.6417,4.98,5752.0,PASS,PASS,PASS,PASS,0.1809,,2025-04-01 10:06:46,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-01 10:09:47,LV63,15,PASS
3401,JM00008945,LQSH-GN-RT,LQ Gentle Coconut Puppy Shampoo Retail,8.5372,6.93,7280.0,PASS,PASS,PASS,PASS,,,2025-03-27 08:44:56,YES,Javan Quiroz,,,Javan Quiroz,2025-03-27 08:45:15,LV63,6,PASS
3402,JM00008946,LQCL-YK,"LQ UO Yard Clean, Yard & Kennel Odor Eli",,7.61,,PASS,PASS,PASS,PASS,,,2025-03-26 11:17:26,NO,Simeon Boda,,,Simeon Boda,2025-03-26 11:17:41,,,PASS
3403,JM00008947,LQLT-PP,LQ Lotion Paw & Pad,8.3005,6.91,34960.0,PASS,PASS,PASS,PASS,,,2025-03-26 19:51:10,NO,May Hutt,,,May Hutt,2025-03-26 19:51:38,LV63,1.5,PASS
3404,JM00008948,LQSH-LV-R2,SH Fresh & Soothing Lavish 4 in 1 R2,8.6698,7.33,7460.0,PASS,PASS,PASS,PASS,,,2025-04-02 21:13:58,NO,May Hutt,,,May Hutt,2025-04-02 21:14:19,LV63,6,PASS
3405,JM00008949,LQCD-PSTR,LQ Prostyle Detangling Conditioner,8.2063,6.66,1450.0,PASS,PASS,PASS,PASS,,,2025-03-28 14:11:36,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-03-28 14:14:27,LV64,60,
3406,JM00008950,LQCD-PSSR,LQ Prostyle Shed Reducing Conditioner,8.2854,6.88,1850.0,PASS,PASS,PASS,PASS,,,2025-04-04 13:56:06,YES,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-04 13:56:53,LV64,60,PASS
3407,JM00008952,LQCD-KW,LQ Kiwi and Cocoa Butter Conditioner,8.1917,6.21,2570.0,PASS,PASS,PASS,PASS,,,2025-04-01 09:55:17,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-02 09:58:30,LV64,60,PASS
3408,JM00008956,LQTR-PYSP,LQ TropiClean Papaya Mist Deod Spray,8.3419,7.68,,PASS,PASS,PASS,PASS,,,2025-03-27 14:14:50,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-03-28 14:15:33,,,PASS
3409,JM00008957,LQTR-BYSP,LQ TR Baby Powder Deod Spray,8.3464,7.62,,PASS,PASS,PASS,PASS,,,2025-04-01 14:04:46,NO,Javan Quiroz,,,Javan Quiroz,2025-04-01 14:04:59,,,PASS
3410,JM00008958,LQEC-AL-R2,LQ Ear Cleaner - Alcohol R2,8.2382,3.19,,PASS,PASS,PASS,PASS,,,2025-04-02 21:16:21,NO,May Hutt,,,May Hutt,2025-04-02 21:16:48,0,0,PASS
3411,JM00008959,LQDS-BASE,LQ Dental Health Solution BASE,8.5972,3.48,,PASS,PASS,PASS,PASS,,,2025-03-31 10:41:10,NO,Javan Quiroz,,,Javan Quiroz,2025-03-31 10:41:29,,,PASS
3412,JM00008960,LQSP-PPPI,Pet Preferred Pineapple Conditioner SP,8.3774,6.32,,PASS,PASS,PASS,PASS,,,2025-04-04 14:52:52,YES,Jennifer Navarrete,Citric acid adjustment ,,Jennifer Navarrete,2025-04-04 14:53:35,,0,PASS
3413,JM00008962,LQSH-PSBI-PM-R2,LQ PL Brightening Shampoo PM R2,8.5172,7.05,15120.0,PASS,PASS,PASS,PASS,0.1715,,2025-03-31 13:47:41,YES,Javan Quiroz,,,Javan Quiroz,2025-03-31 13:51:13,LV63,3,PASS
3414,JM00008963,LQSH-PSSR-PM-R2,LQ Shed Reducing Shampoo Concentrate,8.5795,6.42,4700.0,PASS,PASS,PASS,PASS,,,2025-04-02 21:19:07,NO,May Hutt,,,May Hutt,2025-04-02 21:20:44,LV63,6,PASS
3415,JM00008964,LQSP-MNOCFM,LQ-Oral Care Foam/Spray for Dogs,8.6545,3.52,0.0,PASS,PASS,PASS,PASS,0.0,,2025-03-31 13:19:58,NO,Rameses Blount,,,Rameses Blount,2025-03-31 13:20:53,,,PASS
3416,JM00008965,LQGL-GN,LQ Gel - Puppy & Cat Gentle Formula,8.2583,6.86,76560.0,PASS,PASS,PASS,PASS,,,2025-04-07 06:28:37,NO,Javan Quiroz,,,Javan Quiroz,2025-04-07 06:28:52,LV64,2.5,PASS
3417,JM00008966,LQSH-EPI,Endurascent Pineapple Itch Relief SH,8.6818,6.39,6240.0,PASS,PASS,PASS,PASS,,,2025-04-02 21:11:36,NO,May Hutt,,,May Hutt,2025-04-02 21:12:16,LV63,6,PASS
3418,JM00008967,LQSH-LM-RT,LQ Lime and Coconut Shampoo Retail,8.5764,5.65,7540.0,PASS,PASS,PASS,PASS,,,2025-04-02 21:22:38,YES,May Hutt,SALT ADJUSTMENT,,May Hutt,2025-04-02 21:26:35,LV63,6,PASS
3419,JM00008969,LQSH-OAIR,SH Fresh & Soothing Oatmeal Itch Relief,8.6296,7.51,7720.0,PASS,PASS,PASS,PASS,,,2025-04-02 21:26:47,NO,May Hutt,,,May Hutt,2025-04-02 21:27:29,LV63,6,PASS
3420,JM00008970,LQTR-BESP,LQ TR Berry Breeze Deod Spray,8.3181,7.55,,PASS,PASS,PASS,PASS,,,2025-04-10 10:43:49,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-10 10:44:13,,,PASS
3421,JM00008971,LQSP-FTCT,LQ Natural Flea & Tick Cat SP,8.482,4.9,,PASS,PASS,PASS,PASS,,,2025-04-03 14:55:16,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-03 14:55:45,0,0,PASS
3422,JM00008973,LQSH-PPMM,Pet Preferred Mango Sensitive Skin SH,8.493,7.55,10880.0,PASS,PASS,PASS,PASS,,,2025-04-04 09:56:48,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-04 09:57:52,LV63,6,PASS
3423,JM00008974,LQSH-PPGJ,Pet Preferred Gentle Jasmine Calming SH,8.6216,6.98,8380.0,PASS,PASS,PASS,PASS,,,2025-04-02 21:46:54,YES,May Hutt,SALT ADJUSTMENT,,May Hutt,2025-04-02 21:47:34,LV63,6,PASS
3424,JM00008975,LQDS-BASE,LQ Dental Health Solution BASE,8.5473,3.23,,PASS,PASS,PASS,PASS,,,2025-04-07 06:52:33,NO,Javan Quiroz,,,Javan Quiroz,2025-04-07 06:52:54,,,PASS
3425,JM00008976,LQSH-TT-RT,LQ Oatmeal and Tea Tree Shampoo Retail,8.5907,3.74,9680.0,PASS,PASS,PASS,PASS,,,2025-06-06 11:10:17,NO,Javan Quiroz,,,Javan Quiroz,2025-06-06 11:10:37,LV63,6,PASS
3426,JM00008979,LQFT-HMSP,LQ FT Home & Pet Spray,8.3898,7.04,,PASS,PASS,PASS,PASS,,,2025-04-07 13:16:32,NO,Javan Quiroz,,,Javan Quiroz,2025-04-07 13:16:46,,,PASS
3427,JM00008980,LQTR-TRSP,LQ TropiCleanTangle Remover,8.3727,7.66,,PASS,PASS,PASS,PASS,,,2025-04-03 16:08:58,NO,May Hutt,,,May Hutt,2025-04-03 16:09:18,,,PASS
3428,JM00008981,LQCL-CT,LQ UO Cat & Kitten,,7.92,,PASS,PASS,PASS,PASS,,,2025-04-08 10:44:21,NO,Javan Quiroz,,,Javan Quiroz,2025-04-08 10:44:31,,,PASS
3429,JM00008983,LQEC-AF-R2,LQ Ear Cleaner - Alcohol Free R2,8.4186,2.47,,PASS,PASS,PASS,PASS,,,2025-04-08 06:42:21,NO,Javan Quiroz,,,Javan Quiroz,2025-04-08 06:42:34,,,PASS
3430,JM00008985,LQSH-HA-RT,LQ Oxymed Hypo-Allergenic SH Retail,8.4817,6.96,7420.0,PASS,PASS,PASS,PASS,,,2025-04-08 06:32:11,YES,Javan Quiroz,,,Javan Quiroz,2025-04-08 06:32:36,LV63,6,PASS
3431,JM00008986,LQSH-WA,SH Watermelon,8.6663,7.01,8246.0,PASS,PASS,PASS,PASS,,,2025-04-09 07:12:27,,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-10 07:13:23,LV63,6,
3432,JM00008987,LQSH-AW-RT,LQ Awapuhi Cocounut Shampoo Retail,8.5602,6.67,7200.0,PASS,PASS,PASS,PASS,,,2025-04-08 00:00:00,NO,May Hutt,,,May Hutt,2025-04-09 13:38:45,LV63,6,PASS
3433,JM00008988,LQGL-AFPB,LQ Gel Alcohol Free Peanut Butter,8.4321,4.15,53850.0,PASS,PASS,PASS,PASS,,,2025-04-08 00:00:00,NO,May Hutt,,,May Hutt,2025-04-09 13:39:29,LV64,4,PASS
3434,JM00008990,LQCL-DOG,LQ UO Dog & Puppy,,7.74,,PASS,PASS,PASS,PASS,,,2025-04-07 14:46:58,NO,Javan Quiroz,,,Javan Quiroz,2025-04-07 14:47:08,,,PASS
3435,JM00008991,LQTR-PYSP,LQ TropiClean Papaya Mist Deod Spray,8.3183,7.49,,PASS,PASS,PASS,PASS,,,2025-04-10 16:45:59,NO,May Hutt,,,May Hutt,2025-04-10 16:46:21,,,PASS
3436,JM00008993,LQPL-STSH-SS-R2,LQ PL Oatmeal Soothing Shampoo SS R2,8.7009,5.43,18.0,PASS,PASS,PASS,PASS,,,2025-04-11 11:37:09,YES,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-11 11:37:50,LV61,10,PASS
3437,JM00008994,LQCD-LM,LQ Lime and Cocoa Butter Conditioner,8.0178,8.19,2258.0,PASS,PASS,PASS,PASS,,,2025-04-11 08:26:01,NO,Jennifer Navarrete,Passed under deviation,,Jennifer Navarrete,2025-04-11 08:28:34,LV64,80,PASS
3438,JM00008995,LQPL-MSCD-SS-R2,LQ PL Moisturizing Conditioner SS R2,8.4527,6.97,5540.0,PASS,PASS,PASS,PASS,,,2025-04-15 00:00:00,NO,May Hutt,,,May Hutt,2025-04-16 15:09:40,LV62,3,PASS
3439,JM00008996,LQPL-MSCD-SS-R2,LQ PL Moisturizing Conditioner SS R2,8.5231,6.94,6110.0,PASS,PASS,PASS,PASS,,,2025-04-15 00:00:00,NO,May Hutt,,,May Hutt,2025-04-16 15:11:10,LV62,3,PASS
3440,JM00008998,LQSH-BE-CONC,LQ Berry and Coconut Shampoo Concentrate,8.6199,6.79,14080.0,PASS,PASS,PASS,PASS,,,2025-04-14 18:00:55,NO,May Hutt,,,May Hutt,2025-04-14 18:02:08,LV63,3,PASS
3441,JM00008999,LQSH-PY-CONC,LQ Papaya Coconut Shampoo Concentrate,8.4907,6.65,13560.0,PASS,PASS,PASS,PASS,,,2025-04-14 07:19:15,YES,Javan Quiroz,,,Javan Quiroz,2025-04-14 07:19:31,LV63,3,PASS
3442,JM00009000,LQCD-LM,LQ Lime and Cocoa Butter Conditioner,7.1448,8.4,2393.0,PASS,PASS,PASS,PASS,,,2025-04-11 08:05:43,NO,Javan Quiroz,Passed under deviation,,Javan Quiroz,2025-04-11 08:06:25,LV64,80,FAIL
3443,JM00009004,LQSH-MDAI-RT,LQ Medicated Anti Itch Shampoo Retail,8.5877,3.68,6560.0,PASS,PASS,PASS,PASS,,,2025-04-14 20:20:42,NO,May Hutt,,,May Hutt,2025-04-14 20:21:09,LV63,6,PASS
3444,JM00009005,LQSH-PSHA-PM-R2,LQ PL Hypo-Allergenic Shampoo PM R2,8.4872,6.39,9040.0,PASS,PASS,PASS,PASS,,,2025-04-22 07:19:34,NO,Javan Quiroz,,,Javan Quiroz,2025-04-22 07:19:58,LV63,6,PASS
3445,JM00009007,LQSH-BE-RT,Tropiclean Berry & Coconut SH Retail,8.4326,7.14,10060.0,PASS,PASS,PASS,PASS,,,2025-04-15 13:06:19,YES,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-15 13:06:51,LV63,6,PASS
3446,JM00009008,LQDS-BASE,LQ Dental Health Solution BASE,8.6412,3.41,,PASS,PASS,PASS,PASS,,,2025-06-04 16:54:54,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-06-04 16:55:28,,,PASS
3447,JM00009009,LQSH-OAIR,SH Fresh & Soothing Oatmeal Itch Relief,8.6387,7.13,8100.0,PASS,PASS,PASS,PASS,,,2025-04-15 00:00:00,NO,May Hutt,,,May Hutt,2025-04-16 15:13:07,LV63,6,PASS
3448,JM00009010,LQDS-PP,LQ DHS Adv Whitening(CAN)& Puppy(hybrid),8.6394,3.52,,PASS,PASS,PASS,PASS,,,2025-04-11 11:38:36,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-11 11:39:06,,,PASS
3449,JM00009011,LQSH-EMW,Endurascent Mango Kiwi Shed Control SH,8.6505,6.84,5000.0,PASS,PASS,PASS,PASS,,,2025-04-15 00:00:00,NO,May Hutt,,,May Hutt,2025-04-16 15:10:26,LV63,6,PASS
3450,JM00009012,LQSH-WAWS,LQ Shampoo Watermelon Waterless,8.3639,7.32,,PASS,PASS,PASS,PASS,,,2025-04-14 07:41:06,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-15 07:41:50,0,0,PASS
3451,JM00009014,LQCD-PSSR,LQ Prostyle Shed Reducing Conditioner,8.3551,6.71,1990.0,PASS,PASS,PASS,PASS,,,2025-04-24 07:41:45,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-25 07:42:49,LV64,60,PASS
3452,JM00009016,LQSH-RN-CONC,LQ Spa Lavish Renew Shampoo Concentrate,8.6321,7.02,12900.0,PASS,PASS,PASS,PASS,0.1874,,2025-04-23 15:22:20,YES,May Hutt,SALT ADJUSTMENT,,May Hutt,2025-04-23 15:23:13,LV63,3,PASS
3453,JM00009017,LQSP-FTCT,LQ Natural Flea & Tick Cat SP,8.4992,4.69,,PASS,PASS,PASS,PASS,,,2025-04-17 14:38:31,NO,May Hutt,,,May Hutt,2025-04-17 14:38:57,0,0,PASS
3454,JM00009018,LQSH-SN,LQ FS Sensitive Skin Hypo-Allergenic SH,8.6184,6.85,5200.0,PASS,PASS,PASS,PASS,,,2025-04-14 13:30:37,NO,Javan Quiroz,,,Javan Quiroz,2025-04-14 13:30:52,LV63,6,PASS
3455,JM00009019,LQSP-ERBL,EnduraScent Raspberry Lime Deodorize SP,8.3723,7.82,,PASS,PASS,PASS,PASS,,,2025-04-14 13:15:01,NO,Javan Quiroz,,,Javan Quiroz,2025-04-14 13:15:15,0,0,PASS
3456,JM00009020,LQSH-FTMS,LQ Natural Flea & Tick Max Strength SH,8.4737,5.16,16080.0,PASS,PASS,PASS,PASS,,,2025-04-16 21:59:30,NO,May Hutt,,,May Hutt,2025-04-16 21:59:56,LV63,3,PASS
3457,JM00009021,LQSH-WHT,LQ Spirulina Whitening SH,8.62,6.59,5860.0,PASS,PASS,PASS,PASS,0.1186,,2025-04-16 21:58:22,NO,May Hutt,,,May Hutt,2025-04-16 21:59:04,63,6,PASS
3458,JM00009022,LQDS-BASE,LQ Dental Health Solution BASE,8.6215,3.28,,PASS,PASS,PASS,PASS,,,2025-04-15 13:09:40,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-15 13:10:05,,,PASS
3459,JM00009023,LQSH-HAWS,LQ SH Hypo-Allergenic Waterless,8.3685,7.77,,PASS,PASS,PASS,PASS,,,2025-04-15 09:03:41,NO,Javan Quiroz,,,Javan Quiroz,2025-04-15 09:03:57,,,PASS
3460,JM00009024,LQSH-FSWS,LQ Shampoo Fresh & Soothing Waterless,8.3694,7.92,,PASS,PASS,PASS,PASS,,,2025-04-15 13:30:39,NO,Javan Quiroz,,,Javan Quiroz,2025-04-15 13:30:57,,,PASS
3461,JM00009025,LQSH-LM-RT,LQ Lime and Coconut Shampoo Retail,8.3956,5.71,8980.0,PASS,PASS,PASS,PASS,,,2025-04-21 06:44:22,NO,Javan Quiroz,,,Javan Quiroz,2025-04-21 06:44:35,LV63,6,PASS
3462,JM00009026,LQCD-MT-R2,LQ OxyMed Medicated Treatment R2,8.278,4.48,3440.0,PASS,PASS,PASS,PASS,,,2025-04-23 15:24:36,NO,May Hutt,,,May Hutt,2025-04-23 15:25:09,LV64,60,PASS
3463,JM00009027,LQDS-AW,LQ Adv Whitening DHS-USA,8.603,3.21,,PASS,PASS,PASS,PASS,,,2025-04-21 08:24:49,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-22 08:25:26,,,PASS
3464,JM00009028,LQOX-MDAISP,LQ OxyMed Anti-Itch Medic Soothing Spray,8.456,4.21,,PASS,PASS,PASS,PASS,,,2025-04-22 08:25:48,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-22 08:26:21,,,PASS
3465,JM00009029,LQSH-AL-RT,LQ Aloe and Coconut Shampoo Retail,8.55,7.03,7800.0,PASS,PASS,PASS,PASS,,,2025-04-22 11:04:52,YES,Jennifer Navarrete,Submitted for a salt adjustment ,,Jennifer Navarrete,2025-04-22 11:05:40,LV63,6,PASS
3466,JM00009030,LQSP-TSSH,LQ Spa Lavish Tear Stain Remover,8.5474,7.03,9264.0,PASS,PASS,PASS,PASS,,,2025-04-22 07:01:43,NO,Javan Quiroz,,,Javan Quiroz,2025-04-22 07:02:01,LV63,2.5,PASS
3467,JM00009032,LQSH-LV-R2,SH Fresh & Soothing Lavish 4 in 1 R2,8.6109,7.33,8980.0,PASS,PASS,PASS,PASS,,,2025-04-22 08:26:38,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-22 08:27:12,LV63,6,PASS
3468,JM00009034,CM-SPEX,SPA Extracts,,5.1,,,,,,,,2025-04-21 10:03:04,NO,Javan Quiroz,,,Javan Quiroz,2025-04-21 10:03:15,,,PASS
3469,JM00009035,LQSH-HA-RT,LQ Oxymed Hypo-Allergenic SH Retail,8.6205,7.55,6780.0,PASS,PASS,PASS,PASS,,,2025-04-23 08:39:27,,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-23 08:40:19,LV63,6,PASS
3470,JM00009036,LQSH-ERBL,Endurascent Raspberry Lime 3in1 SH,8.6586,6.84,8720.0,PASS,PASS,PASS,PASS,,,2025-04-23 15:27:15,NO,May Hutt,,,May Hutt,2025-04-23 15:27:57,LV63,6,PASS
3471,JM00009037,LQDR-BASE,LQ Drops for Dogs/Cats- USA,8.6422,3.68,,PASS,PASS,PASS,PASS,,,2025-04-23 08:04:09,,Jennifer Navarrete,,,Jennifer Navarrete,2025-10-01 08:05:36,,,PASS
3472,JM00009038,LQSH-SBLA,ScentBoost Lavender Calming SH,8.6889,6.83,7500.0,PASS,PASS,PASS,PASS,0.136,,2025-04-29 19:13:53,NO,May Hutt,,,May Hutt,2025-04-29 19:14:42,LV63,6,PASS
3473,JM00009039,LQSH-FTST,LQ Natural Flea & Tick Plus Soothing SH,8.3004,5.28,16640.0,PASS,PASS,PASS,PASS,,,2025-04-29 19:17:44,NO,May Hutt,,,May Hutt,2025-04-29 19:18:19,LV63,3,PASS
3474,JM00009040,LQCL-CT,LQ UO Cat & Kitten,,7.6,,PASS,PASS,PASS,PASS,,,2025-05-14 13:59:22,YES,Jennifer Navarrete,,,Jennifer Navarrete,2025-05-14 13:59:43,,,PASS
3475,JM00009041,LQSH-TD-R2,LQ PF - Thick Double Shampoo R2,8.6389,6.46,9720.0,PASS,PASS,PASS,PASS,,,2025-04-24 07:43:11,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-25 07:44:15,LV63,3,PASS
3476,JM00009042,LQFS-IRSP,LQ FS Itch Relief Spray,8.4567,4.86,,PASS,PASS,PASS,PASS,,,2025-08-25 08:03:59,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-08-25 08:04:29,,,PASS
3477,JM00009043,LQSH-PY-CONC,LQ Papaya Coconut Shampoo Concentrate,8.5782,7.05,13040.0,PASS,PASS,PASS,PASS,,,2025-04-25 06:24:49,YES,Javan Quiroz,,,Javan Quiroz,2025-04-25 06:25:09,LV63,3,PASS
3478,JM00009044,LQSH-LM-CONC,LQ Lime & Coconut Shampoo Concentrate,8.5882,5.54,11520.0,PASS,PASS,PASS,PASS,,,2025-04-25 13:31:55,YES,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-25 13:56:45,LV63,3,PASS
3479,JM00009045,LQSH-MDAI-CONC,LQ Medicated Anti Itch SH Concentrate,8.63,3.49,13320.0,PASS,PASS,PASS,PASS,,,2025-04-29 19:25:32,NO,May Hutt,,,May Hutt,2025-04-29 19:26:11,LV63,6,PASS
3480,JM00009046,LQTR-TRSP,LQ TropiCleanTangle Remover,8.4081,6.8,,PASS,PASS,PASS,PASS,,,2025-04-24 07:36:25,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-25 07:37:02,,,PASS
3481,JM00009047,LQSH-PPSNP,Pet Preferred Sun Peach Odor Control SH,8.632,7.79,9100.0,PASS,PASS,PASS,PASS,,,2025-05-02 00:00:00,YES,May Hutt,Remix and salt adjustment,,May Hutt,2025-05-05 13:14:05,LV63,6,PASS
3482,JM00009048,LQPL-ORSH-SS-R2,LQ PL Oil Reducing Shampoo SS R2,8.679,5.45,9.6,PASS,PASS,PASS,PASS,,,2025-04-24 07:37:15,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-25 07:38:19,LV61,10,PASS
3483,JM00009049,LQGL-BASE,LQ Base- Clean Teeth Gel & Brushing Gel,8.3117,5.52,70800.0,PASS,PASS,PASS,PASS,,,2025-04-25 14:26:35,NO,Javan Quiroz,,,Javan Quiroz,2025-04-25 14:26:50,LV64,2.5,PASS
3484,JM00009050,LQSH-EBP,Endurascent Blackberry Pear SH,8.6627,6.64,11060.0,PASS,PASS,PASS,PASS,0.1362,,2025-04-29 19:21:24,NO,May Hutt,,,May Hutt,2025-04-29 19:22:19,LV63,6,PASS
3485,JM00009051,LQSH-EPI,Endurascent Pineapple Itch Relief SH,8.6601,5.87,7320.0,PASS,PASS,PASS,PASS,,,2025-04-29 19:10:29,YES,May Hutt,salt adjustment,,May Hutt,2025-04-29 19:11:32,LV63,6,PASS
3486,JM00009054,LQDS-HJ-CA,LQ DHS +Hip & Joint Support for Dogs CAN,8.6743,3.69,,PASS,PASS,PASS,PASS,,,2025-04-25 14:05:50,NO,Javan Quiroz,,,Javan Quiroz,2025-04-25 14:06:05,,,PASS
3487,JM00009055,LQSH-LM-RT,LQ Lime and Coconut Shampoo Retail,8.5305,6.13,6640.0,PASS,PASS,PASS,PASS,,,2025-04-29 08:44:49,NO,Jennifer Navarrete,Submitted for a salt adjustment ,,Jennifer Navarrete,2025-04-29 08:45:45,LV63,6,PASS
3488,JM00009056,LQSH-SK,LQ Deodorizing Skunk SH,8.6367,6.47,2104.0,PASS,PASS,PASS,PASS,,,2025-05-02 00:00:00,NO,May Hutt,,,May Hutt,2025-05-05 13:15:47,LV63,30,PASS
3489,JM00009057,LQPL-MSCD-SS-R2,LQ PL Moisturizing Conditioner SS R2,8.5377,6.87,5210.0,PASS,PASS,PASS,PASS,,,2025-04-29 11:49:39,NO,Javan Quiroz,,,Javan Quiroz,2025-04-29 11:49:57,LV62,3,PASS
3490,JM00009058,LQPL-MSCD-SS-R2,LQ PL Moisturizing Conditioner SS R2,8.5662,6.71,4920.0,PASS,PASS,PASS,PASS,,,2025-04-29 19:16:59,NO,May Hutt,,,May Hutt,2025-04-29 19:17:34,LV62,3,PASS
3491,JM00009060,LQSP-CWDTPP,LQ Chew Deterrent Puppy Spray,8.3467,3.92,,PASS,PASS,PASS,PASS,0.0147,,2025-06-30 09:52:43,NO,Simeon Boda,,,Simeon Boda,2025-06-30 09:53:21,0,0,PASS
3492,JM00009061,LQSP-CWDTDG,LQ Chew Deterrent Dog Spray,8.2416,3.79,,PASS,PASS,PASS,PASS,,,2025-06-30 09:50:37,NO,Simeon Boda,,,Simeon Boda,2025-06-30 09:51:00,N/a,N/a,PASS
3493,JM00009062,LQDS-BASE,LQ Dental Health Solution BASE,8.5083,3.36,,PASS,PASS,PASS,PASS,,,2025-04-29 21:02:13,NO,May Hutt,,,May Hutt,2025-04-29 21:02:36,,,PASS
3494,JM00009064,LQSH-WA,SH Watermelon,8.6046,7.15,7760.0,PASS,PASS,PASS,PASS,,,2025-04-30 15:31:59,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-30 15:32:22,LV63,6,PASS
3495,JM00009065,LQSH-BE-RT,Tropiclean Berry & Coconut SH Retail,8.6082,6.5,7560.0,PASS,PASS,PASS,PASS,,,2025-05-05 13:18:52,NO,May Hutt,,,May Hutt,2025-05-05 13:19:21,LV63,6,PASS
3496,JM00009067,LQSH-BE-CONC,LQ Berry and Coconut Shampoo Concentrate,8.6501,6.75,12040.0,PASS,PASS,PASS,PASS,,,2025-04-30 15:30:08,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-30 15:31:45,LV63,3,PASS
3497,JM00009068,LQDS-HJ,LQ DHS + Hip & Joint Support,8.6253,3.29,,PASS,PASS,PASS,PASS,,,2025-05-05 13:16:08,NO,May Hutt,,,May Hutt,2025-05-05 13:16:31,,,PASS
3498,JM00009069,LQSH-PY-RT,LQ Papaya and Coconut Shampoo Retail,8.6543,6.64,7520.0,PASS,PASS,PASS,PASS,,,2025-05-02 00:00:00,NO,May Hutt,,,May Hutt,2025-05-05 13:18:36,LV63,6,PASS
3499,JM00009070,LQSH-GN-RT,LQ Gentle Coconut Puppy Shampoo Retail,8.6592,6.92,7266.0,PASS,PASS,PASS,PASS,,,2025-05-06 08:29:21,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-05-06 08:29:57,LV63,6,PASS
3500,JM00009071,LQFT-HMSP,LQ FT Home & Pet Spray,8.3795,7.06,,PASS,PASS,PASS,PASS,,,2025-05-07 13:05:25,NO,May Hutt,,,May Hutt,2025-05-07 13:05:48,,,PASS
3501,JM00009072,LQSP-MNOCFM,LQ-Oral Care Foam/Spray for Dogs,8.6623,3.6,,PASS,PASS,PASS,PASS,,,2025-04-30 11:38:31,,Jennifer Navarrete,,,Jennifer Navarrete,2025-04-30 11:38:54,,,PASS
3502,JM00009073,LQSH-AL-CONC,LQ Aloe and Coconut Shampoo Concentrate,8.5915,6.98,10140.0,PASS,PASS,PASS,PASS,,,2025-05-07 09:03:45,NO,Jennifer Navarrete,,,Jennifer Navarrete,2025-05-07 09:04:23,LV63,3,PASS
